CA,CEN,MID_AT,NE,NW,N_CEN,SE,SW,TX
30859,54526,86014,33849,30382,68529,100082,28249,39827
30973,53773,85329,33697,30436,67994,99613,28032,39749
30925,53119,85300,33828,30304,67718,99348,27713,39710
30738,52723,86709,35176,30034,68310,99765,27579,39722
30534,53363,91041,37575,29871,70713,102792,27621,40096
30587,56000,93316,37816,30050,73671,108681,28104,40638
31545,58443,92517,37150,31049,73284,109039,30329,43343
34631,57901,90758,35996,32468,71563,106480,32052,43361
35464,56648,87447,34075,32102,68974,101664,31662,42269
34954,54895,82943,31788,31399,65749,96046,31128,40780
34378,51984,78306,29319,30554,62172,89703,30317,38418
32585,48985,74259,27396,28753,59013,83692,28402,35457
29833,47326,72060,26288,26646,57140,80498,26698,33461
27343,46614,71029,25647,24994,56168,79021,25654,32470
25684,46531,70952,25602,24037,55900,78874,25199,32172
24661,47150,72467,26117,23623,56730,80627,25137,32452
24149,48656,76936,28085,23619,59448,85962,25239,33601
24163,51982,84787,31973,24098,64980,96577,26043,36647
25002,57606,90371,34430,25486,70849,103873,27860,41929
27232,59773,90984,35131,28238,72975,104367,30600,43764
30984,59278,90994,35642,31580,73263,105262,31959,42910
33532,59009,91200,36095,33208,74094,106361,31599,42795
34468,58516,90728,36213,32833,74448,106436,31061,42728
35359,57920,90163,36038,32260,74276,106122,30686,42304
36000,57204,89568,35896,31726,74138,105380,30275,41740
35940,56438,88790,35613,30928,73818,104421,29881,41300
35639,55643,88398,35675,30327,73589,103840,29533,40814
35257,55340,89840,37004,29756,73855,103740,29270,40555
34946,55743,93597,39090,29484,75914,106127,29261,40757
34800,58102,94896,38800,29778,78652,112542,29888,41411
35350,61530,93587,37807,31383,78684,113215,32007,44587
38030,61683,91309,36204,33492,77133,110145,33511,44994
38989,60809,87262,33823,33638,74535,104788,33245,44416
38253,58974,81253,30834,33183,70537,97565,32535,43016
36890,55715,75768,27916,32087,66139,89840,31168,40268
34634,52586,71043,25883,30172,62673,83634,28964,37522
31442,50835,68719,24581,27729,60735,80287,26922,35634
28640,50393,67548,23969,25948,59630,79152,25776,34937
26753,50137,67463,23780,24887,59230,79042,25085,34678
25780,50592,69083,24300,24473,60057,80618,24943,34919
25232,52240,73844,26227,24405,62675,86446,25001,35985
25227,55901,82408,30158,24835,68345,97962,25669,38918
26064,61613,87946,32756,26161,74177,105499,27508,43811
28398,63341,87840,33393,28922,75975,105232,30303,45328
32069,61900,86670,33555,32148,75268,104314,31651,44140
33999,60327,85764,33752,33515,74618,103474,31213,43550
34482,58868,85033,33688,33119,74029,102370,30783,43239
34630,57296,84213,33361,32743,73233,101276,30414,42874
34692,56315,83586,33329,32441,72594,100604,30092,42581
34459,55353,82669,32847,32020,71755,99734,29730,42184
34087,54601,82421,33349,31702,71015,99089,29502,41944
33962,54712,83792,34738,31675,71246,99272,29463,42286
33697,55853,88437,37511,31788,73501,101245,29581,43338
33748,58941,92101,37810,32091,77355,109535,30063,44826
34097,60929,91587,36752,32775,77327,111052,31362,46213
36847,60494,89993,35105,33625,75964,109027,32847,45715
37845,59408,86756,32914,33080,73825,104789,32582,44625
37167,57270,81764,30208,32157,70427,98619,32063,42744
36143,54039,76669,27528,30898,66243,91800,30805,39813
33975,50820,72889,25677,28822,62909,86540,28729,36774
30946,48697,71115,24682,26429,61023,83836,26983,34726
28248,47977,70293,24193,24577,60021,82895,25961,33824
26673,47749,70614,24099,23513,59807,83051,25396,33366
25762,48020,72475,24661,22929,60510,85085,25188,33487
25235,49091,77659,26706,22739,63202,91337,25306,34328
25164,52406,86278,30746,22972,68689,103280,25992,37122
26016,57534,91631,33420,24102,74344,110193,27770,41718
28307,59640,91253,34027,26678,76006,109259,30547,43873
31987,58873,89593,34371,29819,75347,106720,31801,43610
33811,58901,88290,34598,31191,74963,105265,31117,43990
33979,59185,86752,34578,30768,74759,103913,30348,44651
33999,59033,85399,34379,30329,73922,102952,29734,44764
34271,58711,84308,34296,29826,73626,102303,29307,44566
34295,58425,83436,34004,29344,73174,101553,28900,44234
34204,57896,83249,34057,29000,72712,101072,28682,44019
34389,57895,85193,35426,28759,73260,101465,28492,44289
34435,58988,90513,38342,28628,75775,103644,28523,45024
34398,61326,93471,38701,29073,78733,110933,29005,46306
34343,62945,92506,37628,30042,78348,111679,30299,47939
36428,62114,90819,36020,31444,76676,108763,31813,47306
37705,60918,87394,33773,31357,74151,103963,31745,46281
36851,58849,82082,30866,30675,70321,96943,31135,44350
35658,54985,76287,28207,29708,65744,89330,30043,41242
33635,51692,72224,26366,28037,62337,83307,28140,38099
30721,49751,70066,25300,25930,60411,79782,26451,36173
28109,49094,69020,24771,24248,59145,77915,25412,35267
26479,48509,68865,24657,23220,58850,77246,24859,34951
25415,48711,70376,25241,22733,59181,78455,24652,35208
24947,49570,75020,27190,22483,61630,83282,24697,36241
24977,52850,83214,31212,22735,66852,93826,25498,39297
25756,58233,88557,33773,23908,72497,100242,27389,44567
28022,60139,88718,34317,26609,74380,99988,30236,46369
31539,59309,88351,34544,29828,73932,100835,31457,45269
33414,58775,88185,34715,31332,73742,102057,30839,44516
33892,58473,87527,34737,30943,73465,102628,30099,43866
34113,58002,86777,34672,30384,72792,102642,29617,43101
34589,56709,86210,34808,29946,72356,102380,29183,42101
34658,56118,85437,34758,29116,72002,102067,28697,41604
34157,55462,85295,35105,28708,71382,101562,28527,40990
34514,55079,86757,36622,28592,71757,102259,28444,40801
34550,55928,90597,38896,28533,73877,104441,28604,41518
34452,58286,91931,38855,28886,76506,109991,29001,41829
34220,61178,90550,37615,29797,76282,110049,30275,44467
36087,60756,88093,35975,31651,74598,106762,31653,44827
37085,60142,84244,33685,32078,72347,101746,31546,44551
36204,58202,78794,30866,31721,68670,94443,30936,43330
35171,55026,72854,28174,30978,64314,86656,29764,40823
33272,51926,68603,26275,29405,61117,80504,27914,38232
30743,50307,66183,25132,27318,58982,77063,26247,36696
28214,49559,64770,24518,25844,57799,75293,25272,36286
26437,49598,64354,24260,24914,57258,74621,24711,36498
25414,50117,65409,24710,24601,57708,75966,24544,37193
24877,51699,69483,26503,24766,60120,80766,24675,38588
24877,55672,77411,30113,25276,65628,91322,25358,42229
25693,61849,83034,32899,26781,71414,99006,27161,47833
27341,63502,83904,33942,29680,73309,100071,29883,49474
30361,62142,84324,34582,32994,73145,101427,31139,47487
32018,60558,84732,35051,34528,72955,102282,30813,45499
32635,59327,84571,35236,34235,72713,102313,30487,44142
33117,58011,83848,35121,33380,71976,101418,30211,43158
33407,56350,83128,34966,32477,71154,100581,29846,41810
33247,55368,81865,34583,31370,70183,99084,29563,41201
33114,54411,81025,34528,30493,69181,97771,29185,40384
33310,54267,81804,35534,29751,68942,97259,28917,40203
33264,54729,85382,37109,29491,70688,98930,28861,40158
33211,56954,88261,36927,29635,74005,105130,29294,40582
33118,58670,86900,35608,30529,73437,105657,30450,42583
34889,58302,84971,34081,32344,71688,103629,31588,42414
35921,57557,82567,32390,32599,69697,101000,31260,41810
35011,56249,78691,30172,32152,67034,97017,30770,40822
33905,54077,74166,27822,31435,63594,92209,29891,39069
32374,51883,70665,25956,30197,60416,87849,28514,37167
30336,50481,68487,24802,28452,58362,85472,27071,35418
28355,50001,67447,24112,26867,57137,84591,26128,34788
26759,49883,67276,23853,25885,56686,84958,25472,34618
25728,50211,68111,23974,25374,56939,86452,25163,34765
25111,50970,70084,24746,25192,58012,89340,25161,35356
24918,52663,73532,26237,25328,60248,94532,25355,36816
25215,55456,77341,27862,25975,63251,100282,26221,39000
26187,57673,79973,29717,27185,65400,104809,27532,41026
27426,59020,80850,31032,28778,66790,105332,28424,42717
28254,58770,80467,31543,30388,67272,103300,29025,43535
29560,57745,79405,31404,31485,66965,100684,29290,43429
30407,56209,78198,30981,31981,66241,97974,29291,42520
30862,54510,76615,30494,31692,64927,95392,28913,41223
30746,52930,74970,30150,30883,63750,93187,28218,39981
30411,51681,74329,30233,29945,62999,91929,27596,38897
30231,51218,75476,31469,29264,63479,91932,27255,38488
30122,51949,80071,34271,28917,65794,94591,27338,38707
30213,54724,84474,34891,29061,69964,102326,27847,40037
30317,58106,84101,33871,29665,70321,103801,29102,42992
32385,58316,82780,32640,30897,69189,102554,30619,43509
34065,58009,81000,31206,30762,67651,100605,30517,43479
33430,57317,77851,29449,30021,65365,97516,29895,43026
32566,55745,74295,27567,29187,62428,93620,29043,41858
31210,53882,71290,25946,27894,59777,90038,27807,40552
29514,52416,69519,24910,26327,58092,88145,26681,39417
27678,52111,68576,24216,24875,56983,87778,25726,38915
26277,52028,68505,23962,23867,56445,88382,25015,38851
25267,52242,69172,23988,23328,56602,90075,24711,39156
24638,53012,70853,24472,23018,57190,92884,24599,39760
24433,54141,73392,25548,23068,58801,97705,24843,41039
24542,56418,76123,26669,23423,60929,103297,25439,42909
25141,58577,78105,28286,24253,62420,108696,26257,44595
26074,59321,78404,29565,25566,63428,108498,27041,45212
26776,58431,78003,30382,27049,63945,104357,27595,44217
27839,55935,77259,30741,28178,63859,99662,27765,42425
28431,54335,76710,30850,28767,63690,96786,27723,40785
28770,53035,75779,30773,28858,63371,94535,27595,39491
28732,51368,74712,30545,28676,62617,92441,27342,38166
28623,50049,74915,30642,28404,62313,91047,27001,37117
28542,49682,76741,32022,28094,62933,91753,26819,36609
28584,50315,82072,35092,28005,65604,95411,26869,36722
28778,53622,87201,35778,28292,70871,105029,27417,38132
29829,57779,87977,35246,29496,72227,109187,29271,42064
32885,58673,87002,34128,30866,71626,109377,31105,43316
34658,58506,84277,32259,30645,69704,107299,31089,43318
34134,56953,80315,29924,29958,66849,102811,30470,42419
33044,54346,76131,27608,28821,63691,97419,29173,40231
31180,51782,73026,25871,27099,61124,93571,27390,37760
28718,50253,71545,24884,24968,59653,92234,25762,36237
26733,49834,71357,24451,23328,59058,92512,24840,35814
25388,50060,71916,24480,22415,58978,93963,24246,35793
24551,50784,74285,25151,21943,59930,97564,24079,36280
24204,52286,79729,27287,21791,62655,105288,24278,37779
24307,56296,88675,31394,22156,68159,119071,25004,41204
25250,62207,93970,33757,23435,73917,127049,26933,46444
27533,64073,93416,34341,26062,75337,124723,29556,47954
31002,62243,91876,34742,29271,74695,117964,30906,46275
33102,60143,90677,34978,30868,74243,111704,30562,45017
33652,58334,89066,35039,30477,73363,106845,29975,44022
33978,56512,87306,34887,30124,72335,103123,29743,42947
34126,54988,85724,34751,29765,71250,100419,29415,41974
34052,54047,84101,34441,29230,70172,98200,28952,41381
33938,52968,83137,34520,28796,69062,96714,28619,40737
33823,52398,84078,35648,28391,68639,96753,28214,40556
33539,53044,88783,38620,28163,70245,99489,28134,41191
33300,55220,92929,39070,28288,74212,109066,28419,42157
33548,58696,92841,38378,29460,75092,112533,29984,44703
36145,58889,91264,37063,31419,73726,111805,31892,44846
37357,57578,87638,34706,31618,71345,108135,31882,43788
36686,55431,82086,31815,31006,67470,102563,31120,41977
35282,51835,76335,28945,29920,63095,95735,29813,38948
33170,48209,72301,27010,27969,59736,91008,27690,35666
30458,46148,69876,25773,25642,57541,89002,25807,33591
28102,45202,68910,25207,23919,56274,88499,24854,32554
26670,44933,68832,25041,22969,55996,89226,24272,32205
25616,45013,70341,25550,22484,56555,91717,24031,32211
25111,46061,75241,27551,22415,59094,98488,24198,32967
25080,49408,83826,31557,22790,64579,110848,24872,35486
25982,54647,88183,33847,24075,69942,117608,26593,39578
28160,56550,87081,34305,26816,70971,114533,29350,41474
31524,55417,85078,34376,30022,70152,109514,30652,40524
33153,54871,83448,34281,31442,69580,105455,30309,40576
33611,54246,81770,33992,30811,68947,102270,29771,40737
33785,53717,80232,33612,30124,68156,99966,29268,40691
33865,53075,79142,33257,29241,67671,98465,28883,40511
33681,52958,77884,32879,28564,67173,97162,28564,40649
33458,52401,77325,32855,28202,66532,96084,28357,40590
33472,52301,78213,33899,28162,66670,96431,28211,40693
33419,52762,82349,36683,28051,68737,98383,28275,40909
33506,54662,86344,37369,28310,72178,106379,28698,41429
33509,57416,85688,36329,29229,72359,108615,29861,43510
35728,56796,83681,34657,30797,70588,106386,31382,43445
37048,55833,80294,32467,30913,68340,102072,31490,42469
36491,53544,74945,29611,30382,64559,95364,30913,40662
35297,50295,69436,26922,29415,60140,87988,29646,37632
33228,47033,65547,25093,27684,56864,82542,27703,34552
30613,45270,63454,24002,25533,54848,79530,25968,32524
28165,44511,62338,23436,23950,53746,78195,25025,31443
26679,44330,62104,23351,22909,53317,77878,24503,30938
25756,44481,63361,23863,22435,53913,79243,24337,30959
25330,45550,67796,25843,22266,56468,84853,24424,31578
25301,48826,76033,29766,22553,62016,95983,25080,34159
26101,54343,81088,32372,23783,67857,102288,26857,38843
28013,56245,81065,32939,26342,69304,100960,29633,40776
31368,55526,80441,33218,29552,69035,99585,30743,40319
33162,54980,80137,33307,30986,68810,99349,30121,40535
33490,54400,79274,33229,30406,68510,98882,29491,41022
33769,53554,78177,33026,29784,67862,98437,29070,41246
33692,53132,77440,32878,29333,67313,98264,28655,41426
33593,52801,76697,32480,28899,66797,98074,28332,41756
33405,52364,76077,32451,28490,66183,98079,28193,42090
33453,52121,76818,33424,28158,66263,98843,28135,42454
33344,52669,80735,36091,28170,67990,101322,28200,42754
33272,54461,84859,36711,28453,71477,107141,28685,42848
33239,57142,84211,35705,29193,71936,107261,29780,44509
35425,56716,82463,34138,30819,70482,104119,31340,44383
37046,56022,79282,32003,31263,68490,99563,31386,43286
36403,54180,74206,29243,30799,65099,92496,30829,41370
35389,51177,68937,26542,29963,60840,84519,29673,38296
33348,48121,65039,24801,28390,57774,78606,27740,35124
30734,46502,62934,23804,26275,56051,75158,26100,32904
28515,46044,61938,23309,24594,55065,73122,25028,31851
26889,45883,61916,23212,23600,54832,72659,24426,31412
25905,46144,62778,23804,23206,55553,74205,24248,31412
25406,47436,68072,25879,23176,58234,79325,24367,32239
25425,50919,76868,29984,23565,63904,90244,25108,34983
26260,56497,82374,32589,24957,69821,97500,26994,39901
28608,58343,82648,33365,27659,71452,97325,29792,41769
31942,57046,82692,33807,31159,71121,97578,31069,41248
33474,56098,82687,34137,32494,70733,97882,30660,41584
33798,55198,81076,34248,31815,69913,97995,30129,41976
33930,54230,81211,34168,30751,69276,97767,29689,41881
34086,53393,80515,34141,30024,68637,97814,29266,41631
33837,52946,79693,34005,29128,67874,97389,28810,41795
33424,52638,79392,34314,28531,67216,97066,28745,41703
33473,52475,81012,35754,28090,67157,96807,28728,41816
33352,53074,85004,38022,27787,68826,97903,28840,42408
33152,55068,88744,38312,28045,72510,104875,29374,42990
32806,57673,88625,37310,28719,73209,106753,30552,44518
34827,57284,87081,35752,30514,71906,104772,31971,44104
36643,56335,84042,33625,31230,69980,100642,32064,43255
36040,54239,79170,30892,30912,66537,94204,31498,41425
35032,50923,74282,28263,30112,62471,87179,30379,38454
33309,47727,70787,26495,28609,59507,81804,28544,35372
30700,45496,68954,25527,26556,57622,79348,26862,33193
28530,44765,68403,25073,24945,56706,78315,25818,32053
27059,44230,68800,24997,24078,56517,78758,25264,31450
26173,44289,70601,25617,23734,57137,80747,25070,31665
25672,45251,75965,27638,23799,59614,86978,25191,32277
25707,48124,84634,31663,24253,65068,98680,25850,34220
26593,53380,89790,33984,25677,70737,106280,27609,38430
28713,55792,89181,34564,28395,72352,105690,30155,40612
31923,55567,87330,34756,31766,71809,103872,31348,40280
33434,55914,85624,34781,33217,71478,102607,31193,40989
33802,56171,83626,34517,32645,70695,100974,30767,41834
33849,56215,81680,34098,31383,69755,99242,30391,42387
33813,55943,80157,33768,30176,69003,97909,29931,42513
33496,55629,78732,33429,29070,68135,96440,29503,42629
33142,55449,77798,33430,28200,67291,95305,29154,42511
33077,55334,78624,34360,27528,67198,95425,28839,42367
32950,55946,82462,36662,27141,68912,97656,28894,42427
32626,57250,86770,37141,27181,71639,104322,29191,42595
32274,58376,86135,36002,27730,71377,104629,30114,43935
34051,57121,84773,34585,29399,69826,102342,31428,43262
35656,55843,82936,32873,29965,68013,99307,31281,42435
34901,54116,79104,30615,29507,65322,94834,30707,40893
33926,51822,74794,28187,28990,61756,89145,29904,39015
32541,49118,71195,26303,27796,58605,83837,28407,36245
30650,46974,68958,25135,26222,56370,80218,27040,34033
28714,45652,68044,24410,24837,55370,78089,26148,32702
27158,45165,67755,24124,23973,54746,77180,25504,32333
26108,44984,68249,24250,23563,54685,77377,25269,31897
25523,45360,69901,24977,23560,55557,78952,25235,31958
25280,46380,72808,26500,23813,57567,82299,25461,32771
25613,48423,76179,28034,24568,60302,86220,26254,34313
