Counter,id,operational_status,capacity_mw,technology_description,OEO_region
10479,15715,existing,1.2,Conventional Hydroelectric,NE
10480,15716,existing,0.4,Conventional Hydroelectric,MID_AT
10481,15717,existing,0.4,Conventional Hydroelectric,MID_AT
10482,15718,existing,0.4,Conventional Hydroelectric,MID_AT
10483,15719,existing,0.3,Conventional Hydroelectric,NE
10484,15720,existing,1.5,Conventional Hydroelectric,NE
10485,15721,existing,1.5,Conventional Hydroelectric,NE
10486,15722,existing,0.6,Conventional Hydroelectric,NE
10487,15723,existing,0.8,Conventional Hydroelectric,NE
10488,15724,existing,0.4,Conventional Hydroelectric,NE
10489,15725,existing,0.4,Conventional Hydroelectric,NE
10490,15726,existing,0.4,Conventional Hydroelectric,NE
10491,15727,existing,0.3,Conventional Hydroelectric,NE
10492,15728,existing,1,Conventional Hydroelectric,NE
10493,15729,existing,1.3,Conventional Hydroelectric,NE
10494,15730,existing,1.3,Conventional Hydroelectric,NE
10495,15731,existing,0.2,Conventional Hydroelectric,NE
10496,15732,existing,0.2,Conventional Hydroelectric,NE
10497,15733,existing,0.2,Conventional Hydroelectric,NE
10498,15734,existing,0.5,Conventional Hydroelectric,NE
10499,15735,existing,0.5,Conventional Hydroelectric,NE
10505,15741,existing,5,Conventional Hydroelectric,NE
10506,15742,existing,4,Conventional Hydroelectric,NE
10507,15743,existing,1,Conventional Hydroelectric,NE
10508,15744,existing,1,Conventional Hydroelectric,NE
10509,15745,existing,1,Conventional Hydroelectric,NE
10510,15746,existing,1,Conventional Hydroelectric,NE
10511,15747,existing,1,Conventional Hydroelectric,NE
10512,15748,existing,5,Conventional Hydroelectric,NE
10514,15750,existing,0.7,Conventional Hydroelectric,NE
10515,15751,existing,3.5,Conventional Hydroelectric,NE
10521,15757,existing,1,Conventional Hydroelectric,N_CEN
10522,15758,existing,1,Conventional Hydroelectric,N_CEN
10523,15759,existing,1.6,Conventional Hydroelectric,N_CEN
10524,15760,existing,0.5,Conventional Hydroelectric,NE
10525,15761,existing,0.3,Conventional Hydroelectric,NE
10526,15762,existing,0.4,Conventional Hydroelectric,NE
10527,15763,existing,0.2,Conventional Hydroelectric,NE
10536,15776,existing,1,Conventional Hydroelectric,NE
10537,15777,existing,10.2,Conventional Hydroelectric,NE
10538,15778,existing,10.2,Conventional Hydroelectric,NE
10539,15779,existing,0.2,Conventional Hydroelectric,NE
10540,15780,existing,1.8,Conventional Hydroelectric,NE
10541,15781,existing,1.8,Conventional Hydroelectric,NE
10542,15782,existing,7.6,Conventional Hydroelectric,NE
10543,15783,existing,7.6,Conventional Hydroelectric,NE
10544,15784,existing,4.3,Conventional Hydroelectric,NE
10545,15785,existing,8.8,Conventional Hydroelectric,NE
10546,15786,existing,8.1,Conventional Hydroelectric,NE
10547,15787,existing,8.1,Conventional Hydroelectric,NE
10548,15789,existing,1.5,Conventional Hydroelectric,NE
10569,15832,existing,3.3,Conventional Hydroelectric,NE
10571,15837,existing,29.9,Conventional Hydroelectric,CA
10572,15838,existing,1.6,Conventional Hydroelectric,N_CEN
10573,15839,existing,1.6,Conventional Hydroelectric,N_CEN
10574,15840,existing,0.2,Conventional Hydroelectric,N_CEN
10606,15882,existing,7.8,Conventional Hydroelectric,SW
10607,15883,existing,5.5,Conventional Hydroelectric,SW
10608,15884,existing,0.5,Conventional Hydroelectric,SW
10609,15885,existing,3,Conventional Hydroelectric,SW
10610,15886,existing,1.8,Conventional Hydroelectric,SW
10656,15975,existing,3.1,Conventional Hydroelectric,NW
10657,15976,existing,1.8,Conventional Hydroelectric,NW
10658,15977,existing,2.6,Conventional Hydroelectric,NW
10676,16010,existing,4,Conventional Hydroelectric,NW
10677,16011,existing,4,Conventional Hydroelectric,NW
10683,16020,existing,2.6,Conventional Hydroelectric,MID_AT
10684,16021,existing,2.6,Conventional Hydroelectric,MID_AT
10685,16022,existing,5,Conventional Hydroelectric,CA
10686,16030,existing,1.3,Conventional Hydroelectric,CEN
10687,16031,existing,1,Conventional Hydroelectric,CEN
10688,16032,existing,0.4,Conventional Hydroelectric,CEN
10689,16033,existing,0.4,Conventional Hydroelectric,CEN
10690,16034,existing,0.4,Conventional Hydroelectric,CEN
10691,16035,existing,0.3,Conventional Hydroelectric,CEN
10692,16036,existing,0.3,Conventional Hydroelectric,CEN
10693,16037,existing,0.3,Conventional Hydroelectric,CEN
10694,16038,existing,1,Conventional Hydroelectric,CEN
10695,16039,existing,1.3,Conventional Hydroelectric,CEN
10696,16040,existing,0.3,Conventional Hydroelectric,CEN
10697,16041,existing,2.4,Conventional Hydroelectric,NE
10698,16059,existing,0.5,Conventional Hydroelectric,SE
10699,16060,existing,1,Conventional Hydroelectric,SE
10700,16061,existing,6.5,Conventional Hydroelectric,NE
10701,16062,existing,6.5,Conventional Hydroelectric,NE
10702,16063,existing,5,Conventional Hydroelectric,CA
10703,16064,existing,5,Conventional Hydroelectric,CA
10710,16082,existing,5,Conventional Hydroelectric,NE
10711,16083,existing,1.8,Conventional Hydroelectric,NE
10714,16095,existing,1.4,Conventional Hydroelectric,CA
10715,16096,existing,5.7,Conventional Hydroelectric,NE
10716,16097,existing,5.7,Conventional Hydroelectric,NE
10717,16098,existing,3,Conventional Hydroelectric,NE
10718,16099,existing,1.1,Conventional Hydroelectric,NE
10719,16100,existing,1.1,Conventional Hydroelectric,NE
10720,16101,existing,2.9,Conventional Hydroelectric,NE
10725,16106,existing,0.3,Conventional Hydroelectric,NE
10726,16107,existing,3.2,Conventional Hydroelectric,NE
10727,16108,existing,3.2,Conventional Hydroelectric,NE
10741,16143,existing,3.6,Conventional Hydroelectric,NE
10742,16144,existing,12.6,Conventional Hydroelectric,NE
10751,16179,existing,1.5,Conventional Hydroelectric,NE
10752,16180,existing,1.5,Conventional Hydroelectric,NE
10769,16200,existing,4.3,Conventional Hydroelectric,SE
10773,16204,existing,1.3,Conventional Hydroelectric,CA
10778,16209,existing,2.9,Conventional Hydroelectric,MID_AT
10779,16213,existing,0.7,Conventional Hydroelectric,MID_AT
10780,16214,existing,0.7,Conventional Hydroelectric,MID_AT
10781,16215,existing,0.7,Conventional Hydroelectric,MID_AT
10782,16216,existing,0.7,Conventional Hydroelectric,MID_AT
10788,16226,existing,2.6,Conventional Hydroelectric,NW
10789,16227,existing,5.9,Conventional Hydroelectric,CA
10790,16228,existing,5.9,Conventional Hydroelectric,CA
10791,16229,existing,2,Conventional Hydroelectric,NW
10792,16230,existing,0.5,Conventional Hydroelectric,NE
10793,16231,existing,2.5,Conventional Hydroelectric,NE
10798,16236,existing,1,Conventional Hydroelectric,CA
10799,16237,existing,1,Conventional Hydroelectric,CA
10800,16238,existing,0.5,Conventional Hydroelectric,NE
10801,16239,existing,0.5,Conventional Hydroelectric,NE
10802,16247,existing,1.4,Conventional Hydroelectric,SE
10805,16252,existing,3.4,Conventional Hydroelectric,NE
10808,16258,existing,1.7,Conventional Hydroelectric,NE
10810,16260,existing,0.2,Conventional Hydroelectric,NE
10820,16278,existing,1,Conventional Hydroelectric,SW
10825,16283,existing,3.1,Conventional Hydroelectric,SW
10826,16284,existing,2.4,Conventional Hydroelectric,NE
10827,16285,existing,0.8,Conventional Hydroelectric,NE
10828,16286,existing,0.8,Conventional Hydroelectric,NE
10829,16287,existing,0.8,Conventional Hydroelectric,NE
10830,16288,existing,0.8,Conventional Hydroelectric,NE
10831,16289,existing,0.8,Conventional Hydroelectric,NE
10832,16290,existing,0.8,Conventional Hydroelectric,NE
10833,16291,existing,0.3,Conventional Hydroelectric,NE
10834,16292,existing,0.3,Conventional Hydroelectric,NE
10835,16293,existing,4,Conventional Hydroelectric,NE
10836,16294,existing,4,Conventional Hydroelectric,NE
10842,16303,existing,0.6,Conventional Hydroelectric,SE
10843,16304,existing,0.6,Conventional Hydroelectric,SE
10848,16309,existing,0.4,Conventional Hydroelectric,NW
10849,16310,existing,0.4,Conventional Hydroelectric,NW
10850,16311,existing,0.4,Conventional Hydroelectric,NW
10851,16312,existing,0.3,Conventional Hydroelectric,NW
10853,16320,existing,0.6,Conventional Hydroelectric,NE
10854,16321,existing,0.6,Conventional Hydroelectric,NE
10862,16341,existing,0.4,Conventional Hydroelectric,NE
10879,16366,existing,11.2,Conventional Hydroelectric,NW
10880,16367,existing,45,Conventional Hydroelectric,NW
10881,16368,existing,45,Conventional Hydroelectric,NW
10900,16388,existing,0.6,Conventional Hydroelectric,NE
10901,16389,existing,0.4,Conventional Hydroelectric,NE
10902,16390,existing,0.8,Conventional Hydroelectric,NE
10903,16391,existing,0.8,Conventional Hydroelectric,NE
10904,16392,existing,2.3,Conventional Hydroelectric,NW
10905,16394,existing,10,Conventional Hydroelectric,NW
10906,16395,existing,14.8,Conventional Hydroelectric,NW
10919,16408,existing,68.5,Conventional Hydroelectric,SW
10920,16409,existing,61.5,Conventional Hydroelectric,SW
10921,16410,existing,130,Conventional Hydroelectric,SW
10922,16411,existing,130,Conventional Hydroelectric,SW
10923,16412,existing,127,Conventional Hydroelectric,SW
10924,16413,existing,130,Conventional Hydroelectric,SW
10925,16414,existing,130,Conventional Hydroelectric,SW
10926,16415,existing,130,Conventional Hydroelectric,SW
10927,16416,existing,130,Conventional Hydroelectric,SW
10928,16417,existing,2.4,Conventional Hydroelectric,SW
10930,16427,existing,29,Hydroelectric Pumped Storage,MID_AT
10931,16428,existing,220,Hydroelectric Pumped Storage,MID_AT
10932,16429,existing,220,Hydroelectric Pumped Storage,MID_AT
11107,16648,existing,300,Hydroelectric Pumped Storage,NE
11108,16649,existing,300,Hydroelectric Pumped Storage,NE
11109,16650,existing,11.2,Conventional Hydroelectric,NE
11260,16846,existing,3.3,Conventional Hydroelectric,CA
11261,16847,existing,3.3,Conventional Hydroelectric,CA
11262,16848,existing,3.3,Conventional Hydroelectric,CA
11264,16850,existing,3.3,Conventional Hydroelectric,CA
11265,16851,existing,3.3,Conventional Hydroelectric,CA
11266,16852,existing,3.3,Conventional Hydroelectric,CA
11267,16853,existing,3.3,Conventional Hydroelectric,CA
11268,16854,existing,3.3,Conventional Hydroelectric,CA
11269,16855,existing,3.3,Conventional Hydroelectric,CA
11352,16940,existing,9.5,Conventional Hydroelectric,CA
11357,16945,existing,55,Conventional Hydroelectric,CA
11358,16946,existing,55,Conventional Hydroelectric,CA
11359,16947,existing,55,Conventional Hydroelectric,CA
11433,17045,existing,24.3,Conventional Hydroelectric,NW
11434,17046,existing,14.4,Conventional Hydroelectric,NW
11579,17194,existing,2.4,Conventional Hydroelectric,N_CEN
11580,17195,existing,2.4,Conventional Hydroelectric,N_CEN
11581,17196,existing,2.2,Conventional Hydroelectric,N_CEN
11582,17197,existing,2.2,Conventional Hydroelectric,N_CEN
11583,17198,existing,8,Conventional Hydroelectric,N_CEN
11584,17199,existing,8,Conventional Hydroelectric,N_CEN
11599,17214,existing,0.1,Conventional Hydroelectric,N_CEN
11601,17216,existing,1.1,Conventional Hydroelectric,MID_AT
11602,17217,existing,1.1,Conventional Hydroelectric,MID_AT
11642,17257,existing,3,Conventional Hydroelectric,SW
11643,17258,existing,6.3,Conventional Hydroelectric,SW
11644,17259,existing,6.3,Conventional Hydroelectric,SW
11770,17427,existing,0.1,Conventional Hydroelectric,MID_AT
11771,17428,existing,0.5,Conventional Hydroelectric,MID_AT
11772,17429,existing,0.5,Conventional Hydroelectric,MID_AT
11773,17430,existing,0.9,Conventional Hydroelectric,MID_AT
11775,17432,existing,0.9,Conventional Hydroelectric,MID_AT
11776,17433,existing,0.7,Conventional Hydroelectric,MID_AT
11777,17434,existing,1.5,Conventional Hydroelectric,CA
11778,17435,existing,5,Conventional Hydroelectric,CA
11779,17436,existing,5,Conventional Hydroelectric,CA
11784,17445,existing,21,Conventional Hydroelectric,MID_AT
11785,17446,existing,21,Conventional Hydroelectric,MID_AT
11786,17447,existing,8,Conventional Hydroelectric,SW
11787,17448,existing,8.4,Conventional Hydroelectric,NW
11788,17449,existing,8.4,Conventional Hydroelectric,NW
11789,17450,existing,47.5,Conventional Hydroelectric,NW
11790,17451,existing,47.5,Conventional Hydroelectric,NW
11794,17455,existing,0.1,Conventional Hydroelectric,NE
11795,17456,existing,1,Conventional Hydroelectric,NE
11817,17479,existing,0.6,Conventional Hydroelectric,SW
11818,17480,existing,1.5,Conventional Hydroelectric,SW
11822,17484,existing,37,Conventional Hydroelectric,CEN
11823,17485,existing,4.5,Conventional Hydroelectric,NW
11841,17516,existing,10,Conventional Hydroelectric,NW
11842,17517,existing,12,Conventional Hydroelectric,NW
11843,17518,existing,2,Conventional Hydroelectric,CA
11854,17548,existing,2.5,Conventional Hydroelectric,CA
11855,17549,existing,1,Conventional Hydroelectric,CA
11864,17609,existing,1.1,Conventional Hydroelectric,N_CEN
11865,17610,existing,1.1,Conventional Hydroelectric,N_CEN
11877,17643,existing,5,Conventional Hydroelectric,SW
11917,17699,existing,6.5,Conventional Hydroelectric,NW
11921,17703,existing,35,Conventional Hydroelectric,NW
11922,17704,existing,35,Conventional Hydroelectric,NW
11979,17769,existing,11.4,Conventional Hydroelectric,SW
11980,17770,existing,1.2,Conventional Hydroelectric,SW
11993,17785,existing,22,Conventional Hydroelectric,CA
12004,17796,existing,6,Conventional Hydroelectric,NW
12005,17797,existing,6,Conventional Hydroelectric,NW
12006,17798,existing,6,Conventional Hydroelectric,NW
12047,17844,existing,3.9,Conventional Hydroelectric,MID_AT
12048,17845,existing,1.3,Conventional Hydroelectric,MID_AT
12081,17886,existing,1,Conventional Hydroelectric,NW
12083,17892,existing,34.2,Conventional Hydroelectric,CEN
12084,17893,existing,34.2,Conventional Hydroelectric,CEN
12085,17894,existing,34.2,Conventional Hydroelectric,CEN
12107,17916,existing,26.6,Conventional Hydroelectric,SW
12112,17921,existing,6.1,Conventional Hydroelectric,CA
12124,17949,existing,4,Conventional Hydroelectric,CEN
12125,17950,existing,4,Conventional Hydroelectric,CEN
12126,17951,existing,0.1,Conventional Hydroelectric,SE
12127,17952,existing,2.2,Conventional Hydroelectric,SE
12128,17953,existing,0.8,Conventional Hydroelectric,NW
12129,17954,existing,12.1,Conventional Hydroelectric,NW
12130,17955,existing,46.6,Conventional Hydroelectric,NW
12131,17956,existing,3.5,Conventional Hydroelectric,CA
12132,17974,existing,6.5,Conventional Hydroelectric,SW
12133,17975,existing,6.5,Conventional Hydroelectric,SW
12134,17976,existing,6.5,Conventional Hydroelectric,SW
12135,17999,existing,22.7,Conventional Hydroelectric,CEN
12136,18000,existing,22.7,Conventional Hydroelectric,CEN
12137,18001,existing,10,Hydroelectric Pumped Storage,SW
12138,18002,existing,10,Hydroelectric Pumped Storage,SW
12139,18003,existing,10,Hydroelectric Pumped Storage,SW
12140,18004,existing,10,Hydroelectric Pumped Storage,SW
12161,18025,existing,2.5,Conventional Hydroelectric,CA
12162,18026,existing,2.5,Conventional Hydroelectric,CA
12163,18028,existing,1,Conventional Hydroelectric,CA
12164,18029,existing,1,Conventional Hydroelectric,CA
12165,18030,existing,1,Conventional Hydroelectric,CA
12174,18041,existing,10.8,Conventional Hydroelectric,CEN
12175,18042,existing,10.8,Conventional Hydroelectric,CEN
12176,18043,existing,10.8,Conventional Hydroelectric,CEN
12177,18044,existing,1.8,Conventional Hydroelectric,SW
12179,18048,existing,3.4,Conventional Hydroelectric,CA
12180,18049,existing,14.7,Conventional Hydroelectric,MID_AT
12181,18050,existing,7,Conventional Hydroelectric,MID_AT
12182,18051,existing,12.8,Conventional Hydroelectric,NW
12183,18052,existing,324,Hydroelectric Pumped Storage,SE
12184,18053,existing,324,Hydroelectric Pumped Storage,SE
12185,18054,existing,324,Hydroelectric Pumped Storage,SE
12186,18055,existing,324,Hydroelectric Pumped Storage,SE
12188,18057,existing,2,Conventional Hydroelectric,N_CEN
12189,18058,existing,4,Conventional Hydroelectric,N_CEN
12190,18059,existing,4,Conventional Hydroelectric,N_CEN
12191,18060,existing,2,Conventional Hydroelectric,N_CEN
12192,18061,existing,1.4,Conventional Hydroelectric,N_CEN
12194,18063,existing,6.6,Conventional Hydroelectric,NW
12219,18091,existing,8.3,Conventional Hydroelectric,NW
12220,18092,existing,8.2,Conventional Hydroelectric,NW
12221,18093,existing,10.9,Conventional Hydroelectric,CA
12222,18094,existing,10.9,Conventional Hydroelectric,CA
12223,18095,existing,10.9,Conventional Hydroelectric,CA
12224,18096,existing,0.6,Conventional Hydroelectric,CA
12225,18097,existing,3,Conventional Hydroelectric,CA
12240,18112,existing,4.4,Conventional Hydroelectric,NE
12241,18113,existing,4.4,Conventional Hydroelectric,NE
12242,18114,existing,0.6,Conventional Hydroelectric,NE
12243,18115,existing,0.3,Conventional Hydroelectric,NE
12244,18116,existing,0.1,Conventional Hydroelectric,NE
12245,18129,existing,10.8,Conventional Hydroelectric,CEN
12246,18130,existing,10.8,Conventional Hydroelectric,CEN
12247,18131,existing,10.8,Conventional Hydroelectric,CEN
12249,18133,existing,3.3,Conventional Hydroelectric,SW
12250,18134,existing,3.3,Conventional Hydroelectric,SW
12271,18155,existing,1.5,Conventional Hydroelectric,SW
12274,18158,existing,8,Conventional Hydroelectric,NW
12288,18177,existing,28,Conventional Hydroelectric,SE
12289,18178,existing,28,Conventional Hydroelectric,SE
12290,18179,existing,28,Conventional Hydroelectric,SE
12375,18244,existing,5.1,Conventional Hydroelectric,CA
12376,18245,existing,9.9,Conventional Hydroelectric,CA
12377,18246,existing,4.5,Conventional Hydroelectric,CA
12378,18247,existing,4.5,Conventional Hydroelectric,CA
12379,18248,existing,4.9,Conventional Hydroelectric,CA
