,id,operational_status,capacity_mw,technology_description,OEO_region
10579,15845,existing,34.2,Solar Thermal without Energy Storage,CA
10580,15846,existing,34.2,Solar Thermal without Energy Storage,CA
10581,15847,existing,34.2,Solar Thermal without Energy Storage,CA
10582,15848,existing,13.8,Solar Photovoltaic,CA
10584,15850,existing,20,Solar Photovoltaic,CA
10744,16151,existing,8.7,Onshore Wind Turbine,CA
10861,16333,existing,9.4,Onshore Wind Turbine,CA
10935,16432,existing,8.3,Solar Photovoltaic,SW
10936,16433,existing,1.4,Solar Photovoltaic,SW
10937,16434,existing,3.7,Solar Photovoltaic,SW
11180,16746,existing,1.3,Onshore Wind Turbine,CEN
11181,16747,existing,1.3,Onshore Wind Turbine,CEN
11214,16792,existing,2.3,Onshore Wind Turbine,N_CEN
11215,16793,existing,0.6,Onshore Wind Turbine,CEN
11216,16794,existing,0.6,Onshore Wind Turbine,CEN
11275,16863,existing,95.9,Onshore Wind Turbine,NW
11309,16897,existing,0.6,Onshore Wind Turbine,SE
11310,16898,existing,0.6,Onshore Wind Turbine,SE
11311,16899,existing,0.6,Onshore Wind Turbine,SE
11363,16951,existing,0.7,Onshore Wind Turbine,N_CEN
11364,16952,existing,0.7,Onshore Wind Turbine,N_CEN
11390,16995,existing,11,Onshore Wind Turbine,N_CEN
11454,17068,existing,0.7,Onshore Wind Turbine,CEN
11455,17069,existing,0.7,Onshore Wind Turbine,CEN
11678,17293,existing,1.5,Onshore Wind Turbine,CEN
11679,17294,existing,1.5,Onshore Wind Turbine,CEN
11832,17507,existing,128,Onshore Wind Turbine,CA
11833,17508,existing,63,Onshore Wind Turbine,CA
11834,17509,existing,24,Onshore Wind Turbine,CA
11835,17510,existing,13.2,Onshore Wind Turbine,CA
11847,17536,existing,3,Onshore Wind Turbine,NE
11964,17751,existing,6,Onshore Wind Turbine,NE
13089,19263,existing,3,Solar Photovoltaic,CEN
15188,21523,existing,2.5,Solar Photovoltaic,CEN
15324,21690,existing,1.1,Solar Photovoltaic,MID_AT
16356,22863,existing,1,Solar Photovoltaic,CEN
16357,22864,existing,1.3,Solar Photovoltaic,CEN
16358,22865,existing,40.9,Onshore Wind Turbine,CEN
16807,23349,existing,0.9,Onshore Wind Turbine,N_CEN
16808,23350,existing,0.9,Onshore Wind Turbine,N_CEN
16815,23357,existing,1,Onshore Wind Turbine,N_CEN
16816,23358,existing,1,Onshore Wind Turbine,N_CEN
16817,23359,existing,0.9,Onshore Wind Turbine,N_CEN
16818,23360,existing,0.9,Onshore Wind Turbine,N_CEN
16824,23366,existing,2,Onshore Wind Turbine,N_CEN
16825,23367,existing,2,Onshore Wind Turbine,N_CEN
16911,23457,existing,1.2,Onshore Wind Turbine,N_CEN
18012,24691,existing,10,Solar Photovoltaic,SE
18467,25183,existing,1.6,Onshore Wind Turbine,N_CEN
18468,25184,existing,0.8,Solar Photovoltaic,N_CEN
18916,25674,existing,0.3,Solar Photovoltaic,N_CEN
19034,25771,existing,1.2,Solar Photovoltaic,N_CEN
19035,25772,existing,1.5,Onshore Wind Turbine,N_CEN
19036,25773,existing,1.5,Onshore Wind Turbine,N_CEN
19425,26345,existing,0.7,Onshore Wind Turbine,NW
19426,26346,existing,0.7,Onshore Wind Turbine,NW
19427,26347,existing,0.7,Onshore Wind Turbine,NW
19428,26348,existing,0.7,Onshore Wind Turbine,NW
19429,26349,existing,0.7,Onshore Wind Turbine,NW
19431,26351,existing,0.6,Onshore Wind Turbine,NW
19432,26352,existing,0.6,Onshore Wind Turbine,NW
19435,26355,existing,0.7,Onshore Wind Turbine,NW
19436,26356,existing,0.7,Onshore Wind Turbine,NW
19552,26525,existing,19,Solar Photovoltaic,SE
19872,26862,existing,1.5,Onshore Wind Turbine,SW
19873,26863,existing,4.5,Onshore Wind Turbine,SW
20504,27625,existing,0.2,Solar Photovoltaic,SW
